transaction_id,lead_id,customer_id,vehicle_id,transaction_date,final_price_inr,loan_amount,loan_tenure_months,interest_rate,emi_amount,payment_mode,created_at,tx_month,tx_year,tx_quarter,is_loan,full_name,city,state,country,currency_code_customer,annual_income_local,annual_income_usd,monthly_income_local,monthly_income_usd,credit_score,employment_type,income_segment,credit_band,make,model,segment,fuel_type,price_local,currency_code_vehicle,price_usd_equivalent,price_segment,emi_amount_usd,affordability_ratio,is_affordable
75,227,67,7,2025-12-02,1200000.0,972000.0,60,10.88,21075.51,Loan,2026-07-10 09:27:06,12,2025,4,1,Sunita Gupta,Kolkata,West Bengal,India,INR,5900254.0,63132.72,491687.83,5261.06,791,Business,$60–120K,Excellent (750–900),Maruti Suzuki,Ciaz,Sedan,Petrol,1200000.0,INR,12840.0,Economy ($5–15K),225.51,0.0429,1
76,230,10,18,2025-06-23,6074766.0,,,,,Lease,2026-07-10 09:27:06,6,2025,2,0,Deepa Sharma,Kolkata,West Bengal,India,INR,1180879.0,12635.41,98406.58,1052.95,584,Self-Employed,$10–30K,Fair (550–650),BMW,5 Series,Luxury,Petrol,65000.0,USD,65000.0,Premium ($60–150K),,,0
77,231,17,15,2025-06-25,1950000.0,1462500.0,60,10.17,31196.28,Loan,2026-07-10 09:27:06,6,2025,2,1,Lakshmi Pillai,Lucknow,Uttar Pradesh,India,INR,2194031.0,23476.13,182835.92,1956.34,790,Salaried,$10–30K,Excellent (750–900),Kia,Carens,MUV,Diesel,1950000.0,INR,20865.0,Mid ($15–30K),333.8,0.1706,1
78,233,133,22,2025-12-31,299065421.0,233271028.0,84,7.7,3601044.68,Loan,2026-07-10 09:27:06,12,2025,4,1,Suresh Patel,Mumbai,Maharashtra,India,INR,487009.0,5211.0,40584.08,434.25,591,Salaried,<$10K,Fair (550–650),Bugatti,Chiron,Hypercar,Petrol,3200000.0,USD,3200000.0,Ultra ($150K+),38531.18,88.7304,0
79,238,37,18,2024-04-16,6074766.0,5042056.0,60,9.91,106905.65,Loan,2026-07-10 09:27:06,4,2024,2,1,Deepa Joshi,Pune,Maharashtra,India,INR,2073134.0,22182.53,172761.17,1848.54,885,Self-Employed,$10–30K,Excellent (750–900),BMW,5 Series,Luxury,Petrol,65000.0,USD,65000.0,Premium ($60–150K),1143.89,0.6188,0
80,239,98,12,2025-04-30,1950000.0,,,,,Full Cash,2026-07-10 09:27:06,4,2025,2,0,Lakshmi Nair,Chennai,Tamil Nadu,India,INR,3280313.0,35099.35,273359.42,2924.95,815,Self-Employed,$30–60K,Excellent (750–900),Tata,Nexon EV,EV,Electric,1950000.0,INR,20865.0,Mid ($15–30K),,,0
81,247,151,2,2026-04-07,850000.0,,,,,Lease,2026-07-10 09:27:06,4,2026,2,0,James Mitchell,New York,New York,USA,USD,95000.0,95000.0,7916.67,7916.67,701,Self-Employed,$60–120K,Good (650–750),Maruti Suzuki,Swift,Hatchback,Petrol,850000.0,INR,9095.0,Economy ($5–15K),,,0
82,253,83,3,2024-04-07,1050000.0,,,,,Full Cash,2026-07-10 09:27:06,4,2024,2,0,Priya Reddy,Chennai,Tamil Nadu,India,INR,687262.0,7353.7,57271.83,612.81,660,Self-Employed,<$10K,Good (650–750),Hyundai,i20,Hatchback,Petrol,1050000.0,INR,11235.0,Economy ($5–15K),,,0
83,254,2,6,2025-02-04,1450000.0,,,,,Full Cash,2026-07-10 09:27:06,2,2025,1,0,Rajesh Singh,Kolkata,West Bengal,India,INR,1713904.0,18338.77,142825.33,1528.23,887,Self-Employed,$10–30K,Excellent (750–900),Hyundai,Verna,Sedan,Diesel,1450000.0,INR,15515.0,Mid ($15–30K),,,0
84,259,10,12,2024-02-08,1950000.0,,,,,Full Cash,2026-07-10 09:27:06,2,2024,1,0,Deepa Sharma,Kolkata,West Bengal,India,INR,1180879.0,12635.41,98406.58,1052.95,584,Self-Employed,$10–30K,Fair (550–650),Tata,Nexon EV,EV,Electric,1950000.0,INR,20865.0,Mid ($15–30K),,,0
85,268,28,17,2024-10-01,6100000.0,5246000.0,60,12.98,119308.92,Loan,2026-07-10 09:27:06,10,2024,4,1,Nisha Reddy,Delhi,Delhi,India,INR,1794882.0,19205.24,149573.5,1600.44,814,Salaried,$10–30K,Excellent (750–900),Mercedes-Benz,C-Class,Luxury,Diesel,6100000.0,INR,65270.0,Premium ($60–150K),1276.61,0.7977,0
86,283,147,15,2025-03-01,1950000.0,1384500.0,72,9.48,25287.46,Loan,2026-07-10 09:27:06,3,2025,1,1,Manoj Patel,Pune,Maharashtra,India,INR,4733613.0,50649.66,394467.75,4220.8,684,Business,$30–60K,Good (650–750),Kia,Carens,MUV,Diesel,1950000.0,INR,20865.0,Mid ($15–30K),270.58,0.0641,1
87,292,153,14,2024-10-16,1150000.0,,,,,Full Cash,2026-07-10 09:27:06,10,2024,4,0,Robert Williams,Houston,Texas,USA,USD,85000.0,85000.0,7083.33,7083.33,767,Salaried,$60–120K,Excellent (750–900),Maruti Suzuki,Ertiga,MUV,CNG,1150000.0,INR,12305.0,Economy ($5–15K),,,0
88,298,61,26,2026-05-12,45457944.0,33184299.0,84,12.01,585971.04,Loan,2026-07-10 09:27:06,5,2026,2,1,Swathi Verma,Mumbai,Maharashtra,India,INR,1321495.0,14140.0,110124.58,1178.33,577,Salaried,$10–30K,Fair (550–650),McLaren,750S,Hypercar,Petrol,380000.0,GBP,486400.0,Ultra ($150K+),6269.89,5.321,0
89,299,82,20,2026-05-18,9330841.0,6904822.0,84,10.34,115844.88,Loan,2026-07-10 09:27:06,5,2026,2,1,Kavya Mishra,Chennai,Tamil Nadu,India,INR,932629.0,9979.13,77719.08,831.59,550,Salaried,<$10K,Poor (300–550),Mercedes-Benz,E-Class,Luxury,Hybrid,78000.0,GBP,99840.0,Premium ($60–150K),1239.54,1.4906,0
90,300,12,3,2024-09-17,1050000.0,766500.0,24,10.38,35504.67,Loan,2026-07-10 09:27:06,9,2024,3,1,Nisha Gupta,Hyderabad,Telangana,India,INR,3777008.0,40413.99,314750.67,3367.83,719,Business,$30–60K,Good (650–750),Hyundai,i20,Hatchback,Petrol,1050000.0,INR,11235.0,Economy ($5–15K),379.9,0.1128,1
91,302,171,2,2026-07-13,850000.0,680000.0,36,8.0,21308.73,Loan,2026-07-13 04:55:53,7,2026,3,1,roja,Hyderabad,Telangana,India,INR,300000.0,3210.0,25000.0,267.5,700,Salaried,<$10K,Good (650–750),Maruti Suzuki,Swift,Hatchback,Petrol,850000.0,INR,9095.0,Economy ($5–15K),228.0,0.8523,0
